sample	compressor	size	noise	correct
Paralyzer 052 Finger Eleven Them Vs. You Vs. Me (Deluxe Edition)	bzip2	5	0.1	True
Ain't It Funny (feat. Ja Rule & Cadillac Tah) [Murder Remix] 086 Jennifer Lopez J to tha L-O! The	gzip	5	0.1	True
Ain't It Funny (feat. Ja Rule & Cadillac Tah) [Murder Remix] 086 Jennifer Lopez J to tha L-O! The	lzma	5	0.1	True
Ain't It Funny (feat. Ja Rule & Cadillac Tah) [Murder Remix] 086 Jennifer Lopez J to tha L-O! The	bzip2	5	0.1	True
Bump, Bump, Bump (B2K and P. Diddy) 082 B2K B2K_ Greatest Hits	gzip	5	0.1	True
Bump, Bump, Bump (B2K and P. Diddy) 082 B2K B2K_ Greatest Hits	lzma	5	0.1	True
Bump, Bump, Bump (B2K and P. Diddy) 082 B2K B2K_ Greatest Hits	bzip2	5	0.1	True
Paralyzer 052 Finger Eleven Them Vs. You Vs. Me (Deluxe Edition)	gzip	5	0.1	True
Paralyzer 052 Finger Eleven Them Vs. You Vs. Me (Deluxe Edition)	lzma	5	0.1	True
Paralyzer 052 Finger Eleven Them Vs. You Vs. Me (Deluxe Edition)	bzip2	5	0.1	True
Oh Boy (feat. Juelz Santana) 066 Cam'ron Come Home With Me	gzip	5	0.1	True
Oh Boy (feat. Juelz Santana) 066 Cam'ron Come Home With Me	lzma	5	0.1	True
Oh Boy (feat. Juelz Santana) 066 Cam'ron Come Home With Me	bzip2	5	0.1	True
Bump, Bump, Bump (B2K and P. Diddy) 082 B2K B2K_ Greatest Hits	gzip	5	0.1	True
Bump, Bump, Bump (B2K and P. Diddy) 082 B2K B2K_ Greatest Hits	lzma	5	0.1	False
Bump, Bump, Bump (B2K and P. Diddy) 082 B2K B2K_ Greatest Hits	bzip2	5	0.1	True
Piano Sonatta No. 15 (Mozart)	gzip	5	0.1	True
Piano Sonatta No. 15 (Mozart)	lzma	5	0.1	False
Piano Sonatta No. 15 (Mozart)	bzip2	5	0.1	True
Bump, Bump, Bump (B2K and P. Diddy) 082 B2K B2K_ Greatest Hits	gzip	5	0.1	True
Bump, Bump, Bump (B2K and P. Diddy) 082 B2K B2K_ Greatest Hits	lzma	5	0.1	True
Bump, Bump, Bump (B2K and P. Diddy) 082 B2K B2K_ Greatest Hits	bzip2	5	0.1	True
He Wasn't Man Enough 092 Toni Braxton The Heat	gzip	5	0.1	True
He Wasn't Man Enough 092 Toni Braxton The Heat	lzma	5	0.1	True
He Wasn't Man Enough 092 Toni Braxton The Heat	bzip2	5	0.1	True
Rehab 056 Amy Winehouse Back to Black	gzip	5	0.1	True
Rehab 056 Amy Winehouse Back to Black	lzma	5	0.1	False
Rehab 056 Amy Winehouse Back to Black	bzip2	5	0.1	True
Rehab 056 Amy Winehouse Back to Black	gzip	5	0.1	True
Rehab 056 Amy Winehouse Back to Black	lzma	5	0.1	False
Rehab 056 Amy Winehouse Back to Black	bzip2	5	0.1	True
Umbrella (feat. JAY Z) 013 Rihanna Good Girl Gone Bad_ Reloaded	gzip	5	0.1	True
Umbrella (feat. JAY Z) 013 Rihanna Good Girl Gone Bad_ Reloaded	lzma	5	0.1	False
Umbrella (feat. JAY Z) 013 Rihanna Good Girl Gone Bad_ Reloaded	bzip2	5	0.1	True
Get the Party Started 045 P!nk M!ssundaztood	gzip	5	0.1	True
Get the Party Started 045 P!nk M!ssundaztood	lzma	5	0.1	True
Get the Party Started 045 P!nk M!ssundaztood	bzip2	5	0.1	True
Paralyzer 052 Finger Eleven Them Vs. You Vs. Me (Deluxe Edition)	gzip	5	0.1	True
Paralyzer 052 Finger Eleven Them Vs. You Vs. Me (Deluxe Edition)	lzma	5	0.1	False
Paralyzer 052 Finger Eleven Them Vs. You Vs. Me (Deluxe Edition)	bzip2	5	0.1	True
Who Let the Dogs Out 060 Baha Men Who Let the Dogs Out	gzip	5	0.1	True
Who Let the Dogs Out 060 Baha Men Who Let the Dogs Out	lzma	5	0.1	True
Who Let the Dogs Out 060 Baha Men Who Let the Dogs Out	bzip2	5	0.1	True
Who Let the Dogs Out 060 Baha Men Who Let the Dogs Out	gzip	5	0.1	True
Who Let the Dogs Out 060 Baha Men Who Let the Dogs Out	lzma	5	0.1	True
Who Let the Dogs Out 060 Baha Men Who Let the Dogs Out	bzip2	5	0.1	True
Whatcha Say 048 Jason Derulo Jason Derulo	gzip	5	0.1	True
Whatcha Say 048 Jason Derulo Jason Derulo	lzma	5	0.1	True
Whatcha Say 048 Jason Derulo Jason Derulo	bzip2	5	0.1	True
Try Again 009 Aaliyah Romeo Must Die (Original Soundtrack)	gzip	5	0.1	True
Try Again 009 Aaliyah Romeo Must Die (Original Soundtrack)	lzma	5	0.1	True
Try Again 009 Aaliyah Romeo Must Die (Original Soundtrack)	bzip2	5	0.1	True
Independent Women, Pt. 1 091 Destiny's Child Survivor (International Edition)	gzip	5	0.1	True
Independent Women, Pt. 1 091 Destiny's Child Survivor (International Edition)	lzma	5	0.1	True
Independent Women, Pt. 1 091 Destiny's Child Survivor (International Edition)	bzip2	5	0.1	True
Whatcha Say 048 Jason Derulo Jason Derulo	gzip	5	0.1	True
Whatcha Say 048 Jason Derulo Jason Derulo	lzma	5	0.1	True
Whatcha Say 048 Jason Derulo Jason Derulo	bzip2	5	0.1	True
Closer 032 Ne-Yo Year of the Gentleman (Deluxe Edition)	gzip	5	0.1	True
Closer 032 Ne-Yo Year of the Gentleman (Deluxe Edition)	lzma	5	0.1	False
Closer 032 Ne-Yo Year of the Gentleman (Deluxe Edition)	bzip2	5	0.1	True
Where the Party At (feat. Nelly) [LP Mix featuring Nelly] 019 Jagged Edge featuring Nelly Where t	gzip	5	0.05	True
Where the Party At (feat. Nelly) [LP Mix featuring Nelly] 019 Jagged Edge featuring Nelly Where t	lzma	5	0.05	True
Where the Party At (feat. Nelly) [LP Mix featuring Nelly] 019 Jagged Edge featuring Nelly Where t	bzip2	5	0.05	True
Bye Bye Bye 043 _NSYNC No Strings Attached	gzip	5	0.05	True
Bye Bye Bye 043 _NSYNC No Strings Attached	lzma	5	0.05	True
Bye Bye Bye 043 _NSYNC No Strings Attached	bzip2	5	0.05	True
Girlfriend 061 Avril Lavigne Girlfriend EP	gzip	5	0.05	True
Girlfriend 061 Avril Lavigne Girlfriend EP	lzma	5	0.05	True
Girlfriend 061 Avril Lavigne Girlfriend EP	bzip2	5	0.05	True
Independent Women, Pt. 1 091 Destiny's Child Survivor (International Edition)	gzip	5	0.05	True
Independent Women, Pt. 1 091 Destiny's Child Survivor (International Edition)	lzma	5	0.05	True
Independent Women, Pt. 1 091 Destiny's Child Survivor (International Edition)	bzip2	5	0.05	True
1 Thing 031 Amerie Touch	gzip	5	0.05	True
1 Thing 031 Amerie Touch	lzma	5	0.05	True
1 Thing 031 Amerie Touch	bzip2	5	0.05	True
1 Thing 031 Amerie Touch	gzip	5	0.05	True
1 Thing 031 Amerie Touch	lzma	5	0.05	True
1 Thing 031 Amerie Touch	bzip2	5	0.05	True
Crazy 036 Gnarls Barkley St. Elsewhere	gzip	5	0.05	True
Crazy 036 Gnarls Barkley St. Elsewhere	lzma	5	0.05	True
Crazy 036 Gnarls Barkley St. Elsewhere	bzip2	5	0.05	True
No Such Thing 078 John Mayer Room for Squares	gzip	5	0.05	True
No Such Thing 078 John Mayer Room for Squares	lzma	5	0.05	True
No Such Thing 078 John Mayer Room for Squares	bzip2	5	0.05	True
Independent Women, Pt. 1 091 Destiny's Child Survivor (International Edition)	gzip	5	0.05	True
Independent Women, Pt. 1 091 Destiny's Child Survivor (International Edition)	lzma	5	0.05	False
Independent Women, Pt. 1 091 Destiny's Child Survivor (International Edition)	bzip2	5	0.05	True
Get the Party Started 045 P!nk M!ssundaztood	gzip	5	0.05	True
Get the Party Started 045 P!nk M!ssundaztood	lzma	5	0.05	True
Get the Party Started 045 P!nk M!ssundaztood	bzip2	5	0.05	True
Who Let the Dogs Out 060 Baha Men Who Let the Dogs Out	gzip	5	0.05	True
Who Let the Dogs Out 060 Baha Men Who Let the Dogs Out	lzma	5	0.05	True
Who Let the Dogs Out 060 Baha Men Who Let the Dogs Out	bzip2	5	0.05	True
Lose Yourself 059 Eminem 8 Mile (Music from and Inspired By the Motion Picture)	gzip	5	0.05	True
Lose Yourself 059 Eminem 8 Mile (Music from and Inspired By the Motion Picture)	lzma	5	0.05	False
Lose Yourself 059 Eminem 8 Mile (Music from and Inspired By the Motion Picture)	bzip2	5	0.05	True
How You Remind Me 016 Nickelback Silver Side Up	gzip	5	0.05	True
How You Remind Me 016 Nickelback Silver Side Up	lzma	5	0.05	True
How You Remind Me 016 Nickelback Silver Side Up	bzip2	5	0.05	True
Piano Sonatta No. 15 (Mozart)	gzip	5	0.05	True
Piano Sonatta No. 15 (Mozart)	lzma	5	0.05	False
Piano Sonatta No. 15 (Mozart)	bzip2	5	0.05	True
Whatcha Say 048 Jason Derulo Jason Derulo	gzip	5	0.05	True
Whatcha Say 048 Jason Derulo Jason Derulo	lzma	5	0.05	True
Whatcha Say 048 Jason Derulo Jason Derulo	bzip2	5	0.05	True
Lose Yourself 059 Eminem 8 Mile (Music from and Inspired By the Motion Picture)	gzip	5	0.05	True
Lose Yourself 059 Eminem 8 Mile (Music from and Inspired By the Motion Picture)	lzma	5	0.05	True
Lose Yourself 059 Eminem 8 Mile (Music from and Inspired By the Motion Picture)	bzip2	5	0.05	True
Bump, Bump, Bump (B2K and P. Diddy) 082 B2K B2K_ Greatest Hits	gzip	5	0.05	True
Bump, Bump, Bump (B2K and P. Diddy) 082 B2K B2K_ Greatest Hits	lzma	5	0.05	True
Bump, Bump, Bump (B2K and P. Diddy) 082 B2K B2K_ Greatest Hits	bzip2	5	0.05	True
Where the Party At (feat. Nelly) [LP Mix featuring Nelly] 019 Jagged Edge featuring Nelly Where t	gzip	5	0.05	True
Where the Party At (feat. Nelly) [LP Mix featuring Nelly] 019 Jagged Edge featuring Nelly Where t	lzma	5	0.05	False
Where the Party At (feat. Nelly) [LP Mix featuring Nelly] 019 Jagged Edge featuring Nelly Where t	bzip2	5	0.05	True
Lose Yourself 059 Eminem 8 Mile (Music from and Inspired By the Motion Picture)	gzip	5	0.05	True
Lose Yourself 059 Eminem 8 Mile (Music from and Inspired By the Motion Picture)	lzma	5	0.05	False
Lose Yourself 059 Eminem 8 Mile (Music from and Inspired By the Motion Picture)	bzip2	5	0.05	True
Try Again 009 Aaliyah Romeo Must Die (Original Soundtrack)	gzip	5	0.05	True
Try Again 009 Aaliyah Romeo Must Die (Original Soundtrack)	lzma	5	0.05	True
Try Again 009 Aaliyah Romeo Must Die (Original Soundtrack)	bzip2	5	0.05	True
How You Remind Me 016 Nickelback Silver Side Up	gzip	5	0.05	True
How You Remind Me 016 Nickelback Silver Side Up	lzma	5	0.05	True
How You Remind Me 016 Nickelback Silver Side Up	bzip2	5	0.05	True
Try Again 009 Aaliyah Romeo Must Die (Original Soundtrack)	gzip	5	0.05	True
Try Again 009 Aaliyah Romeo Must Die (Original Soundtrack)	lzma	5	0.05	True
Try Again 009 Aaliyah Romeo Must Die (Original Soundtrack)	bzip2	5	0.05	True
Ain't It Funny (feat. Ja Rule & Cadillac Tah) [Murder Remix] 086 Jennifer Lopez J to tha L-O! The	gzip	5	0.05	True
Ain't It Funny (feat. Ja Rule & Cadillac Tah) [Murder Remix] 086 Jennifer Lopez J to tha L-O! The	lzma	5	0.05	False
Ain't It Funny (feat. Ja Rule & Cadillac Tah) [Murder Remix] 086 Jennifer Lopez J to tha L-O! The	bzip2	5	0.05	True
Beautiful Day 053 U2 All That You Can't Leave Behind (20th Anniversary Super Deluxe Edition)	gzip	5	0.05	False
Beautiful Day 053 U2 All That You Can't Leave Behind (20th Anniversary Super Deluxe Edition)	lzma	5	0.05	False
Beautiful Day 053 U2 All That You Can't Leave Behind (20th Anniversary Super Deluxe Edition)	bzip2	5	0.05	True
Sping From The Four Seasons (Vivaldi)	gzip	5	0.05	True
Sping From The Four Seasons (Vivaldi)	lzma	5	0.05	False
Sping From The Four Seasons (Vivaldi)	bzip2	5	0.05	True
Sping From The Four Seasons (Vivaldi)	gzip	5	0.05	True
Sping From The Four Seasons (Vivaldi)	lzma	5	0.05	False
Sping From The Four Seasons (Vivaldi)	bzip2	5	0.05	True
Who Let the Dogs Out 060 Baha Men Who Let the Dogs Out	gzip	5	0.05	True
Who Let the Dogs Out 060 Baha Men Who Let the Dogs Out	lzma	5	0.05	True
Who Let the Dogs Out 060 Baha Men Who Let the Dogs Out	bzip2	5	0.05	True
He Wasn't Man Enough 092 Toni Braxton The Heat	gzip	5	0.05	True
He Wasn't Man Enough 092 Toni Braxton The Heat	lzma	5	0.05	True
He Wasn't Man Enough 092 Toni Braxton The Heat	bzip2	5	0.05	True
Try Again 009 Aaliyah Romeo Must Die (Original Soundtrack)	gzip	5	0.05	True
Try Again 009 Aaliyah Romeo Must Die (Original Soundtrack)	lzma	5	0.05	True
Try Again 009 Aaliyah Romeo Must Die (Original Soundtrack)	bzip2	5	0.05	True
Oops!… I Did It Again 001 Britney Spears Oops!... I Did It Again	gzip	5	0.05	True
Oops!… I Did It Again 001 Britney Spears Oops!... I Did It Again	lzma	5	0.05	True
Oops!… I Did It Again 001 Britney Spears Oops!... I Did It Again	bzip2	5	0.05	True
Independent Women, Pt. 1 091 Destiny's Child Survivor (International Edition)	gzip	5	0.05	True
Independent Women, Pt. 1 091 Destiny's Child Survivor (International Edition)	lzma	5	0.05	False
Independent Women, Pt. 1 091 Destiny's Child Survivor (International Edition)	bzip2	5	0.05	True
Oops!… I Did It Again 001 Britney Spears Oops!... I Did It Again	gzip	5	0.05	True
Oops!… I Did It Again 001 Britney Spears Oops!... I Did It Again	lzma	5	0.05	False
Oops!… I Did It Again 001 Britney Spears Oops!... I Did It Again	bzip2	5	0.05	True
Rehab 056 Amy Winehouse Back to Black	gzip	5	0.05	True
Rehab 056 Amy Winehouse Back to Black	lzma	5	0.05	True
Rehab 056 Amy Winehouse Back to Black	bzip2	5	0.05	True
Sping From The Four Seasons (Vivaldi)	gzip	5	0.05	True
Sping From The Four Seasons (Vivaldi)	lzma	5	0.05	False
Sping From The Four Seasons (Vivaldi)	bzip2	5	0.05	True
Oh Boy (feat. Juelz Santana) 066 Cam'ron Come Home With Me	gzip	5	0.05	True
Oh Boy (feat. Juelz Santana) 066 Cam'ron Come Home With Me	lzma	5	0.05	True
Oh Boy (feat. Juelz Santana) 066 Cam'ron Come Home With Me	bzip2	5	0.05	True
No Such Thing 078 John Mayer Room for Squares	gzip	5	0.05	True
No Such Thing 078 John Mayer Room for Squares	lzma	5	0.05	False
No Such Thing 078 John Mayer Room for Squares	bzip2	5	0.05	True
Treasure Waltz (Strauss)	gzip	5	0.05	True
Treasure Waltz (Strauss)	lzma	5	0.05	False
Treasure Waltz (Strauss)	bzip2	5	0.05	True
Girlfriend 061 Avril Lavigne Girlfriend EP	gzip	5	0.05	True
Girlfriend 061 Avril Lavigne Girlfriend EP	lzma	5	0.05	True
Girlfriend 061 Avril Lavigne Girlfriend EP	bzip2	5	0.05	True
Ain't It Funny (feat. Ja Rule & Cadillac Tah) [Murder Remix] 086 Jennifer Lopez J to tha L-O! The	gzip	5	0.05	True
Ain't It Funny (feat. Ja Rule & Cadillac Tah) [Murder Remix] 086 Jennifer Lopez J to tha L-O! The	lzma	5	0.05	True
Ain't It Funny (feat. Ja Rule & Cadillac Tah) [Murder Remix] 086 Jennifer Lopez J to tha L-O! The	bzip2	5	0.05	True
Oops!… I Did It Again 001 Britney Spears Oops!... I Did It Again	gzip	5	0.05	True
Oops!… I Did It Again 001 Britney Spears Oops!... I Did It Again	lzma	5	0.05	True
Oops!… I Did It Again 001 Britney Spears Oops!... I Did It Again	bzip2	5	0.05	True
Oops!… I Did It Again 001 Britney Spears Oops!... I Did It Again	gzip	5	0.05	True
Oops!… I Did It Again 001 Britney Spears Oops!... I Did It Again	lzma	5	0.05	True
Oops!… I Did It Again 001 Britney Spears Oops!... I Did It Again	bzip2	5	0.05	True
Where the Party At (feat. Nelly) [LP Mix featuring Nelly] 019 Jagged Edge featuring Nelly Where t	gzip	5	0.05	True
Where the Party At (feat. Nelly) [LP Mix featuring Nelly] 019 Jagged Edge featuring Nelly Where t	lzma	5	0.05	True
Where the Party At (feat. Nelly) [LP Mix featuring Nelly] 019 Jagged Edge featuring Nelly Where t	bzip2	5	0.05	True
Single Ladies (Put a Ring On It) 022 Beyoncé I Am... Sasha Fierce	gzip	5	0.05	True
Single Ladies (Put a Ring On It) 022 Beyoncé I Am... Sasha Fierce	lzma	5	0.05	True
Single Ladies (Put a Ring On It) 022 Beyoncé I Am... Sasha Fierce	bzip2	5	0.05	True
The Call 008 Backstreet Boys Black & Blue	gzip	5	0.05	True
The Call 008 Backstreet Boys Black & Blue	lzma	5	0.05	True
The Call 008 Backstreet Boys Black & Blue	bzip2	5	0.05	True
Oops!… I Did It Again 001 Britney Spears Oops!... I Did It Again	gzip	5	0.05	True
Oops!… I Did It Again 001 Britney Spears Oops!... I Did It Again	lzma	5	0.05	False
Oops!… I Did It Again 001 Britney Spears Oops!... I Did It Again	bzip2	5	0.05	True
Goodies (feat. Petey Pablo) 081 Ciara Goodies	gzip	5	0.05	True
Goodies (feat. Petey Pablo) 081 Ciara Goodies	lzma	5	0.05	True
Goodies (feat. Petey Pablo) 081 Ciara Goodies	bzip2	5	0.05	True
Beautiful Day 053 U2 All That You Can't Leave Behind (20th Anniversary Super Deluxe Edition)	gzip	5	0.05	False
Beautiful Day 053 U2 All That You Can't Leave Behind (20th Anniversary Super Deluxe Edition)	lzma	5	0.05	False
Beautiful Day 053 U2 All That You Can't Leave Behind (20th Anniversary Super Deluxe Edition)	bzip2	5	0.05	True
Who Let the Dogs Out 060 Baha Men Who Let the Dogs Out	gzip	5	0.05	True
Who Let the Dogs Out 060 Baha Men Who Let the Dogs Out	lzma	5	0.05	True
Who Let the Dogs Out 060 Baha Men Who Let the Dogs Out	bzip2	5	0.05	True
Goodies (feat. Petey Pablo) 081 Ciara Goodies	gzip	5	0.05	True
Goodies (feat. Petey Pablo) 081 Ciara Goodies	lzma	5	0.05	True
Goodies (feat. Petey Pablo) 081 Ciara Goodies	bzip2	5	0.05	True
Piano Sonatta No. 15 (Mozart)	gzip	5	0.05	True
Piano Sonatta No. 15 (Mozart)	lzma	5	0.05	False
Piano Sonatta No. 15 (Mozart)	bzip2	5	0.05	True
Single Ladies (Put a Ring On It) 022 Beyoncé I Am... Sasha Fierce	gzip	5	0.05	True
Single Ladies (Put a Ring On It) 022 Beyoncé I Am... Sasha Fierce	lzma	5	0.05	True
Single Ladies (Put a Ring On It) 022 Beyoncé I Am... Sasha Fierce	bzip2	5	0.05	True
For Alise (Bethoven)	gzip	5	0.05	True
For Alise (Bethoven)	lzma	5	0.05	True
For Alise (Bethoven)	bzip2	5	0.05	True
The Call 008 Backstreet Boys Black & Blue	gzip	5	0.05	True
The Call 008 Backstreet Boys Black & Blue	lzma	5	0.05	True
The Call 008 Backstreet Boys Black & Blue	bzip2	5	0.05	True
Single Ladies (Put a Ring On It) 022 Beyoncé I Am... Sasha Fierce	gzip	5	0.05	True
Single Ladies (Put a Ring On It) 022 Beyoncé I Am... Sasha Fierce	lzma	5	0.05	True
Single Ladies (Put a Ring On It) 022 Beyoncé I Am... Sasha Fierce	bzip2	5	0.05	True
Paralyzer 052 Finger Eleven Them Vs. You Vs. Me (Deluxe Edition)	gzip	5	0.05	True
Paralyzer 052 Finger Eleven Them Vs. You Vs. Me (Deluxe Edition)	lzma	5	0.05	True
Paralyzer 052 Finger Eleven Them Vs. You Vs. Me (Deluxe Edition)	bzip2	5	0.05	True
Closer 032 Ne-Yo Year of the Gentleman (Deluxe Edition)	gzip	5	0.05	True
Closer 032 Ne-Yo Year of the Gentleman (Deluxe Edition)	lzma	5	0.05	True
Closer 032 Ne-Yo Year of the Gentleman (Deluxe Edition)	bzip2	5	0.05	True
How You Remind Me 016 Nickelback Silver Side Up	gzip	5	0.05	True
How You Remind Me 016 Nickelback Silver Side Up	lzma	5	0.05	True
How You Remind Me 016 Nickelback Silver Side Up	bzip2	5	0.05	True
Girlfriend 061 Avril Lavigne Girlfriend EP	gzip	5	0.05	True
Girlfriend 061 Avril Lavigne Girlfriend EP	lzma	5	0.05	True
Girlfriend 061 Avril Lavigne Girlfriend EP	bzip2	5	0.05	True
For Alise (Bethoven)	gzip	5	0.05	True
For Alise (Bethoven)	lzma	5	0.05	True
For Alise (Bethoven)	bzip2	5	0.05	True
Piano Sonatta No. 15 (Mozart)	gzip	5	0.05	True
Piano Sonatta No. 15 (Mozart)	lzma	5	0.05	False
Piano Sonatta No. 15 (Mozart)	bzip2	5	0.05	True
How You Remind Me 016 Nickelback Silver Side Up	gzip	5	0.05	False
How You Remind Me 016 Nickelback Silver Side Up	lzma	5	0.05	True
How You Remind Me 016 Nickelback Silver Side Up	bzip2	5	0.05	True
He Wasn't Man Enough 092 Toni Braxton The Heat	gzip	5	0.05	True
He Wasn't Man Enough 092 Toni Braxton The Heat	lzma	5	0.05	True
He Wasn't Man Enough 092 Toni Braxton The Heat	bzip2	5	0.05	True
For Alise (Bethoven)	gzip	5	0.05	True
For Alise (Bethoven)	lzma	5	0.05	True
For Alise (Bethoven)	bzip2	5	0.05	True
Treasure Waltz (Strauss)	gzip	5	0.05	True
Treasure Waltz (Strauss)	lzma	5	0.05	False
Treasure Waltz (Strauss)	bzip2	5	0.05	True
The Call 008 Backstreet Boys Black & Blue	gzip	5	0.05	True
The Call 008 Backstreet Boys Black & Blue	lzma	5	0.05	True
The Call 008 Backstreet Boys Black & Blue	bzip2	5	0.05	True
Treasure Waltz (Strauss)	gzip	5	0.05	True
Treasure Waltz (Strauss)	lzma	5	0.05	False
Treasure Waltz (Strauss)	bzip2	5	0.05	True
1 Thing 031 Amerie Touch	gzip	5	0.05	True
1 Thing 031 Amerie Touch	lzma	5	0.05	True
1 Thing 031 Amerie Touch	bzip2	5	0.05	True
1 Thing 031 Amerie Touch	gzip	5	0.05	True
1 Thing 031 Amerie Touch	lzma	5	0.05	True
1 Thing 031 Amerie Touch	bzip2	5	0.05	True
For Alise (Bethoven)	gzip	5	0.05	True
For Alise (Bethoven)	lzma	5	0.05	True
For Alise (Bethoven)	bzip2	5	0.05	True
Treasure Waltz (Strauss)	gzip	5	0.05	True
Treasure Waltz (Strauss)	lzma	5	0.05	False
Treasure Waltz (Strauss)	bzip2	5	0.05	True
No Such Thing 078 John Mayer Room for Squares	gzip	5	0.05	True
No Such Thing 078 John Mayer Room for Squares	lzma	5	0.05	True
No Such Thing 078 John Mayer Room for Squares	bzip2	5	0.05	True
Lose Yourself 059 Eminem 8 Mile (Music from and Inspired By the Motion Picture)	gzip	5	0.05	True
Lose Yourself 059 Eminem 8 Mile (Music from and Inspired By the Motion Picture)	lzma	5	0.05	True
Lose Yourself 059 Eminem 8 Mile (Music from and Inspired By the Motion Picture)	bzip2	5	0.05	True
Bye Bye Bye 043 _NSYNC No Strings Attached	gzip	5	0.05	True
Bye Bye Bye 043 _NSYNC No Strings Attached	lzma	5	0.05	True
Bye Bye Bye 043 _NSYNC No Strings Attached	bzip2	5	0.05	True
Umbrella (feat. JAY Z) 013 Rihanna Good Girl Gone Bad_ Reloaded	gzip	5	0.05	True
Umbrella (feat. JAY Z) 013 Rihanna Good Girl Gone Bad_ Reloaded	lzma	5	0.05	True
Umbrella (feat. JAY Z) 013 Rihanna Good Girl Gone Bad_ Reloaded	bzip2	5	0.05	True
Goodies (feat. Petey Pablo) 081 Ciara Goodies	gzip	5	0.05	True
Goodies (feat. Petey Pablo) 081 Ciara Goodies	lzma	5	0.05	True
Goodies (feat. Petey Pablo) 081 Ciara Goodies	bzip2	5	0.05	True
Rehab 056 Amy Winehouse Back to Black	gzip	5	0.05	True
Rehab 056 Amy Winehouse Back to Black	lzma	5	0.05	True
Rehab 056 Amy Winehouse Back to Black	bzip2	5	0.05	True
Crazy 036 Gnarls Barkley St. Elsewhere	gzip	5	0.05	True
Crazy 036 Gnarls Barkley St. Elsewhere	lzma	5	0.05	True
Crazy 036 Gnarls Barkley St. Elsewhere	bzip2	5	0.05	True
Crazy 036 Gnarls Barkley St. Elsewhere	gzip	5	0.05	True
Crazy 036 Gnarls Barkley St. Elsewhere	lzma	5	0.05	True
Crazy 036 Gnarls Barkley St. Elsewhere	bzip2	5	0.05	True
Treasure Waltz (Strauss)	gzip	5	0.05	True
Treasure Waltz (Strauss)	lzma	5	0.05	False
Treasure Waltz (Strauss)	bzip2	5	0.05	True
1 Thing 031 Amerie Touch	gzip	5	0.05	True
1 Thing 031 Amerie Touch	lzma	5	0.05	True
1 Thing 031 Amerie Touch	bzip2	5	0.05	True
Beautiful Day 053 U2 All That You Can't Leave Behind (20th Anniversary Super Deluxe Edition)	gzip	5	0.05	True
Beautiful Day 053 U2 All That You Can't Leave Behind (20th Anniversary Super Deluxe Edition)	lzma	5	0.05	False
Beautiful Day 053 U2 All That You Can't Leave Behind (20th Anniversary Super Deluxe Edition)	bzip2	5	0.05	True
Bye Bye Bye 043 _NSYNC No Strings Attached	gzip	5	0.05	True
Bye Bye Bye 043 _NSYNC No Strings Attached	lzma	5	0.05	True
Bye Bye Bye 043 _NSYNC No Strings Attached	bzip2	5	0.05	True
Bye Bye Bye 043 _NSYNC No Strings Attached	gzip	5	0.05	True
Bye Bye Bye 043 _NSYNC No Strings Attached	lzma	5	0.05	True
Bye Bye Bye 043 _NSYNC No Strings Attached	bzip2	5	0.05	True
Crazy 036 Gnarls Barkley St. Elsewhere	gzip	5	0.05	True
Crazy 036 Gnarls Barkley St. Elsewhere	lzma	5	0.05	True
Crazy 036 Gnarls Barkley St. Elsewhere	bzip2	5	0.05	True
Ain't It Funny (feat. Ja Rule & Cadillac Tah) [Murder Remix] 086 Jennifer Lopez J to tha L-O! The	gzip	5	0.05	False
Ain't It Funny (feat. Ja Rule & Cadillac Tah) [Murder Remix] 086 Jennifer Lopez J to tha L-O! The	lzma	5	0.05	True
Ain't It Funny (feat. Ja Rule & Cadillac Tah) [Murder Remix] 086 Jennifer Lopez J to tha L-O! The	bzip2	5	0.05	True
Paralyzer 052 Finger Eleven Them Vs. You Vs. Me (Deluxe Edition)	gzip	5	0.05	True
Paralyzer 052 Finger Eleven Them Vs. You Vs. Me (Deluxe Edition)	lzma	5	0.05	False
Paralyzer 052 Finger Eleven Them Vs. You Vs. Me (Deluxe Edition)	bzip2	5	0.05	True
Closer 032 Ne-Yo Year of the Gentleman (Deluxe Edition)	gzip	5	0.05	True
Closer 032 Ne-Yo Year of the Gentleman (Deluxe Edition)	lzma	5	0.05	False
Closer 032 Ne-Yo Year of the Gentleman (Deluxe Edition)	bzip2	5	0.05	True
Whatcha Say 048 Jason Derulo Jason Derulo	gzip	5	0.05	True
Whatcha Say 048 Jason Derulo Jason Derulo	lzma	5	0.05	True
Whatcha Say 048 Jason Derulo Jason Derulo	bzip2	5	0.05	True
Beautiful Day 053 U2 All That You Can't Leave Behind (20th Anniversary Super Deluxe Edition)	gzip	5	0.05	True
Beautiful Day 053 U2 All That You Can't Leave Behind (20th Anniversary Super Deluxe Edition)	lzma	5	0.05	False
Beautiful Day 053 U2 All That You Can't Leave Behind (20th Anniversary Super Deluxe Edition)	bzip2	5	0.05	True
Bump, Bump, Bump (B2K and P. Diddy) 082 B2K B2K_ Greatest Hits	gzip	5	0.05	True
Bump, Bump, Bump (B2K and P. Diddy) 082 B2K B2K_ Greatest Hits	lzma	5	0.05	True
Bump, Bump, Bump (B2K and P. Diddy) 082 B2K B2K_ Greatest Hits	bzip2	5	0.05	True
Try Again 009 Aaliyah Romeo Must Die (Original Soundtrack)	gzip	5	0.05	True
